drug_id	drug_name	drug_synonyms	drug_cas_number	drug_brands	drug_type	drug_groups	drug_categories	target_count
DB00352	Thioguanine	2-Amino 6MP, 2-Amino-6-mercaptopurine, 2-Amino-6-merkaptopurin, 2-Amino-6-purinethiol, 2-Aminopurin-6-thiol, 2-Aminopurine-6-thiol, 2-Aminopurine-6(1H)-thione, 6-Mercapto-2-aminopurine, 6-Mercaptoguanine, 6-Thioguanine, TG, ThG, Tioguanin, Tioguanine	154-42-7	Lanvis, Tabloid, Wellcome U3B	small molecule	approved	Antimetabolites, Antineoplastic	1
DB00353	Methylergonovine	Methylergobasin, Methylergobasine, Methylergobrevin, Methylergometrin, Methylergometrine, Methylergonovin, methylergonovine maleate	113-42-8	Basofortina, Metenarin, Methergen, Methergin, Methergine, Norforms, Partergin, Ryegonovin, Spametrin-M	small molecule	approved	Oxytocics	1
DB00354	Buclizine	Buclizina [INN-Spanish], Buclizine Dihydrochloride, Buclizine Hydrochloride, Buclizinum [INN-Latin], Histabutyzine Dihydrochloride, Vibazine Hydrochloride	82-95-1	Aphilan R, Aphilan-R Base, Bucladin, Bucladin-S, Buclifen, Buclina, Buclodin, Histabuticine, Histabutizine, Histabutyzine, Histabutyzine Dihydrochloride, Histabutyzine Hydrochloride, Hitabutyzyne, Longifene, Posdel, Postafen, Softran, Vibazine	small molecule	approved	Antiemetics, Antihistamines, Anticholinergic Agents	2
DB00355	Aztreonam	AZT	78110-38-0	Azactam, Corus 1020, Dynabiotic, Monobactam, Primbactam	small molecule	approved	Anti-Bacterial Agents	2
DB00356	Chlorzoxazone	Chloroxazone, Chlorzoxane, Chlorzoxazon	95-25-0	Biomioran, Escoflex, EZE-DS, Flexazone, Mioran, Miotran, Myoflexin, Myoflexine, Neoflex, Paraflex, Parafon Forte Dsc, Pathorysin, Relaxazone, Remular, Remular-S, Solaxin, Strifon Forte Dsc, Usaf Ma-10	small molecule	approved	Muscle Relaxants, Central	1
DB00357	Aminoglutethimide	Dl-Aminoglutethimide, P-Aminoglutethimide	125-84-8	Cytadren, Elipten, Orimeten	small molecule	approved	Antineoplastic Agents, Adrenergic Agents, Antineoplastic Agents, Hormonal, Aromatase Inhibitors	2
DB00358	Mefloquine	Mefloquine HCL, Mefloquinone	53230-10-7	Lariam	small molecule	approved	Antimalarials	3
DB00359	Sulfadiazine	SDA, Sulfadiazene, Sulfadiazin, Sulfanilamidopyrimidine, Sulfapirimidin, Sulfapyrimidin, Sulfapyrimidine, Sulphadiazine	68-35-9	Adiazin, Adiazine, Coco-Diazine, Cocodiazine, Codiazine, Cremodiazine, Cremotres, Debenal, Deltazina, Diazin, Diazolone, Diazovit, Diazyl, Eskadiazine, Honey Diazine, Lantrisul, Lipo-Diazine, Lipo-Levazine, Liquadiazine, Metha-Meridiazine, Microsulfon, Neazine, Neotrizine, Palatrize, Pecta-Diazine, Piridisir, Pirimal, Pyrimal, Quadetts, Quadramoid, Sanodiazine, Spofadrizine, Sterazine, Sulfa-Triple #2, Sulfacombin, Sulfaloid, Sulfatryl, Sulfazine, Sulfolex, Sulfonamides Duplex, Sulfonsol, Sulfose, Terfonyl, Theradiazine, Tri-Sulfameth, Trifonamide, Triple Sulfas, Triple Sulfoid, Trisem, Truozine	small molecule	approved	Anti-Infective Agents, Anti-Infectives, Antiprotozoals, Antiprotozoal Agents, Coccidiostats	1
DB00360	Tetrahydrobiopterin	5,6,7,8 Tetrahydrobiopterin, BH4, sapropterin	17528-72-2	Dapropterin, Kuvan, Phenoptin, Sapropterin	small molecule	approved	Dietary supplement, Cofactor	4
DB00361	Vinorelbine	Vinorelbin, Vinorelbina [Spanish], Vinorelbine Bitartrate, Vinorelbine Ditartarate, Vinorelbine Ditartrate, Vinorelbine Tartrate, Vinorelbinum [Latin]	71486-22-1	Navelbine, Navelbine Base	small molecule	approved	Antineoplastic Agents, Radiation-Sensitizing Agents, Antineoplastic Agents, Phytogenic	1
DB00362	Anidulafungin	N/A	166663-25-8	Eraxis	small molecule	approved	Antibiotics, Antifungal	1
DB00363	Clozapine	Clozapin	5786-21-0	Asaleptin, Clozaril, Fazaclo ODT, Iprox, Leponex, Lepotex	small molecule	approved	Antipsychotics, Serotonin Antagonists, Antipsychotic Agents, GABA Antagonists	26
DB00364	Sucralfate	N/A	54182-58-0	Antepsin, Apo-sucralfate, Carafate, Sucramal, Sulcrate, Sulcrate Suspension Plus, Ulcar, Ulcerban, Ulcerlmin, Ulcermin, Ulcogant	small molecule	approved	Anti-Ulcer Agents	6
DB00365	Grepafloxacin	N/A	119914-60-2	Raxar	small molecule	approved, withdrawn	Anti-Infectives, Anti-Bacterial Agents, Quinolones, Antibiotics	2
DB00366	Doxylamine	Dossilamina [DCIT], Doxilminio [INN-Spanish], Doxylaminum [INN-Latin]	469-21-6	N/A	small molecule	approved	Hypnotics and Sedatives, Antiemetics, Anti-Allergic Agents, Histamine H1 Antagonists, Antitussive Agents	2
DB00367	Levonorgestrel	18-Methylnorethisterone, d(-)-Norgestrel, Levonorgestrelum [INN-Latin]	797-63-7	Jadelle, Levonelle, Microlut, Microval, Mirena, Neogest, Next Choice, Norgeston, NorLevo, Norplant, Norplant 2, Norplant II, Ovrette, Plan B, Postinor	small molecule	approved	Contraceptives, Contraceptives, Oral, Synthetic, Contraceptive Agents, Female	4
DB00368	Norepinephrine	Arterenol, L-noradrenaline, L-Norepinephrine, Noradrenaline	51-41-2	N/A	small molecule	approved	Vasoconstrictor Agents, Sympathomimetics, Adrenergic alpha-Agonists	10
DB00369	Cidofovir	CDV, Cidofovir Anhydrous	113852-37-2	HPMPC, Vistide	small molecule	approved	Antineoplastic Agents, Antiviral Agents, Anti-HIV Agents, Radiation-Sensitizing Agents	1
DB00370	Mirtazapine	Mepirzepine, Mirtazapina [INN-Spanish], Mirtazapine [Usan:Ban:Inn], Mirtazapinum [INN-Latin], Mirtazepine	61337-67-5	Avanza, Axit, Mirtabene, Mirtaz, Mirtazon, Norset, Promyrtil, Remergil, Remergon, Remeron, Remeron Soltab, Rexer, Zispin	small molecule	approved	Histamine H1 Antagonists, Adrenergic alpha-Antagonists, Antidepressive Agents, Tricyclic	6
DB00371	Meprobamate	DEA No. 2820, Meprobamat [German], Meprobamato [INN-Spanish], Meprobamato [Italian], Meprobamatum [INN-Latin], Meprobamic acid, Procarbamide	57-53-4	3P bamate, Amepromat, Amosene, Anastress, Anathylmon, Anatimon, Andaksin, Andaxin, Aneural, Aneurol, Aneusral, Aneuxal, Aneuxral, Ansiatan, Ansietan, Ansil, Ansiowas, Anural, Anxietil, Anzil, Apascil, Apasil, Apo-Meprobamate, Appetrol, Appetrol-Sr, Arcoban, Arpon, Artolon, Ataraxine, Atraxin, Auxietil, Ayeramate, Ayermate, Bamate, Bamd 400, Bamo 400, Biobamat, Biobamate, Brobamate, Calmadin, Calmax, Calmiren, Canquil 400, Canquil-400, Carbaxin, Cirpon, Cirponyl, Coprobate, Crestanil, Cypron, Cyrpon, Dapaz, Deprol, Despasmol, Dicandiol, Diron, Diurnal, Diveron, Dormabrol, Ecuanil, Edenal, Enorden, Epicur, Epikur, Equanil, Equatrate, Equazine-M, Equilium, Equinil, Equitar, Erina, Estasil, Fas-Cile, Fas-Cile 200, Gadexyl, Gagexyl, Harmonin, Hartol, Holbamate, Ipsotian, Kesso-Bamate, Kessobamate, Klort, Larten, Lepenil, Lepetown, Letyl, Libiolan, Madiol, Mar-Bate, Margonil, Mendel, Mepamtin, Mepantin, Mepavlon, Mepiosine, Meposed, Mepranil, Mepriam, Meprin, Meprindon, Mepro-analgesic, Mepro-Aspirin, Meprobam, Meprobamat, Meproban, Meprocompren, Meprocon, Meprocon CMC, Meprodil, Meprodiol, Meprol, Meproleaf, Mepronil, Meprosa, Meprosan, Meprosin, Meprospan, Meprotabs, Meprotan, Meprotanum, Meproten, Meprotil, Meprovan, Meprozine, Meptran, Metractyl, Metranquil, Micrainin, Milpath, Milprem, Miltamato, Miltann, Miltaun, Miltown, Miltuan, Miltwon, Misedant, Morbam, Multaun, My-trans, Neo-Tran, Nephentine, Nervonus, Neuramate, Oasil, Optarket, Orlevol, Orolevol, Pan-tranquil, Pancalma, Panediol, Pankalma, Pathibamate, Paxin, Pensive, Perequietil, Perequil, Perquietil, Pertranquil, Pimal, Placidon, Placitate, Prequil, Probamato, Probamyl, Probate, Procalmadiol, Procalmadol, Procalmidol, Promate, Promato, Proquanil, Protran, Q-Gesic, Quaname, Quanane, Quanil, Quietidon, Quivet, Rastenil, Reostral, Restenil, Restenyl, Restinal, Restinil, Restran, Robamate, Sadanyl, Scolazil, Sedabamate, Sedanil, Sedanyl, Sedazil, Sedoquil, Sedoselecta, Selene, Seril, Setran, Shalvaton, SK-Bamate, Solevione anastress, Sowell, Spantran, Stensolo, Tamate, Tensol, Tensonal, Trancot, Trankvilan, Tranlisant, Tranmep, Tranquil, Tranquilan, Tranquilate, Tranquilax, Tranquiline, Tranquillin, Tranquilsan, Tranquinol, Tranquisan, Trelmar, Urbil, Urbilat, Vio-Bamate, Vistabamate, Wardamate, Wyseals, Zirpon	small molecule	illicit, approved	Anti-anxiety Agents, Hypnotics and Sedatives, Anticonvulsants, Muscle Relaxants, Central	6
DB00372	Thiethylperazine	Ethylthioperazine, Theithylperazine	1420-55-9	Norzine, Torecan	small molecule	approved	Antiemetics, Dopamine Antagonists, Anti-emetics	3
DB00373	Timolol	Timolol maleate, Timololum [INN-Latin]	26839-75-8	Apo-Timol, Apo-Timop, Aquanil, Betim, Betimol, Blocadren, Istalol, Novo-Timol, Nu-Timolol, Phoxal-timolol, Proflax, Temserin, Tenopt, Tim-AK, Timacar, Timacor, Timopic, Timoptic, Timoptic in Ocudose, Timoptic OcuDose, Timoptic-XE, Timoptol	small molecule	approved	Antihypertensive Agents, Adrenergic beta-Antagonists, Anti-Arrhythmia Agents	3
DB00374	Treprostinil	N/A	81846-19-7	Remodulin, Viveta	small molecule	approved	Antithrombotic Agents, Antihypertensive Agents, Vitamin K antagonists	3
DB00375	Colestipol	Colestipolum [INN-Latin]	50925-79-6	Cholestabyl, Colestid	small molecule	approved	Anion Exchange Resins, Antilipemic Agents	1
DB00376	Trihexyphenidyl	Trihexifenidilo [INN-Spanish], Trihexylphenidyl, Trihexylphenidyle, Trihexylphenizyl, Trihexyphenidyl HCl, Trihexyphenidyle, Trihexyphenidyle [INN-French], Trihexyphenidylum [INN-Latin], Triphenidyl	144-11-6	Apo-Trihex, Artane, Artane Sequels, Benzhexol, Benzhexolum, Parkinane Retard, PMS Trihexyphenidyl, Tremin, Trihexane, Trihexy	small molecule	approved	Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists	5
DB00377	Palonosetron	N/A	119904-90-4	Aloxi, Onicit	small molecule	approved	Antiemetics, Serotonin Antagonists	1
DB00378	Dydrogesterone	10alpha-Isopregnenone, Didrogesterone [DCIT], Dydrogesterona [INN-Spanish], Dydrogesteronum [INN-Latin], Hydrogesterone, Hydrogestrone, Isopregnenone	152-62-5	Diphaston, Dufaston, Duphaston, Duvaron, Gestatron, Gynorest, Prodel, Retrone, Terolut	small molecule	approved	Pregnadien derivatives, Progesterones, Progestins	1
DB00379	Mexiletine	Mexiletina [INN-Spanish], Mexiletine HCL, Mexiletinum [INN-Latin], Mexilitine	31828-71-4	Mexitil	small molecule	approved	Anti-Arrhythmia Agents	2
DB00380	Dexrazoxane	Desrazoxane, Dexrazoxano [INN-Spanish], Dexrazoxanum [INN-Latin], Dextrorazoxane, Icrf-187, Razoxana [INN-Spanish], Razoxanum [INN-Latin]	24584-09-6	Cardioxane, Dyzoxane, Eucardion, Razoxane, Razoxin, Tepirone, Troxozone, Zinecard	small molecule	approved	Antineoplastic Agents, Immunosuppressive Agents, Cardiovascular Agents, Chelating Agents	2
DB00381	Amlodipine	Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]	88150-42-9	Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers, Antianginals	9
DB00382	Tacrine	Tetrahydroaminacrine, Tetrahydroaminoacridine, Tetrahydroaminocrin, Tetrahydroaminocrine, THA	321-64-2	Cognex, Romotal	small molecule	approved	Parasympathomimetics, Cholinesterase Inhibitors, Nootropic Agents	2
DB00383	Oxyphencyclimine	Oxifencicliminum [INN-Spanish], Oxiphencycliminum, Oxyphencyclimine Hydrochloride, Oxyphencycliminum [INN-Latin]	125-53-1	Antulcus, Caridan, Cycmin, Daricol, Daricon, Dominil, Enterex, Gastrix, Manir, Naridan, Oximin, Setrol, Spazamin, Syklifen, Ulcociclinina, Vio-Thene, W-T Anticholinergic, Zamanil	small molecule	approved	Antispasmodics, Anticholinergic Agents	3
DB00384	Triamterene	Triamteren	396-01-0	Ademin, Ademine, Diren, Ditak, Diucelpin, Diurene, Dyren, Dyrenium, Dytac, Jatropur, Noridil, Noridyl, Pterofen, Pterophene, Taturil, Teriam, Teridin, Tri-Span, Triampur, Triamteril, Triamteril Complex, Trispan, Triteren, Urocaudal	small molecule	approved	Diuretics, Potassium-sparing Diuretics	4
DB00385	Valrubicin	Antibiotic Ad 32	56124-62-0	Valstar, Valstar Preservative Free	small molecule	approved	Antineoplastic Agents	2
DB00386	Alseroxylon	N/A	8001-95-4	Rautensin, Rauwiloid	small molecule	approved	Adrenergic Uptake Inhibitors	1
DB00387	Procyclidine	Prociclidina [INN-Spanish], Procyclidinum [INN-Latin]	77-37-2	Arpicolin, Elorine, Kemadrin, Kemadrine, Lergine, Metanin, Osnervan, Procyclid, Procyklidin, Prosyklidin, Spamol, Triciclidina, Triciloid, Tricoloid, Tricyclamol, Vagosin	small molecule	approved	Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists	4
DB00388	Phenylephrine	Fenilefrina [INN-Spanish], L-Phenylephedrine, L-Phenylephrine, M-Methylaminoethanolphenol, M-Oxedrine, Metaoxedrin, Metaoxedrine, Metaoxedrinum, Metasynephrine, Phenylephrinum [INN-Latin]	59-42-7	Adrianol, AK-Dilate, AK-Nefrin, Alcon Efrin, Alconefrin Nasal Drops 12, Alconefrin Nasal Drops 25, Alconefrin Nasal Drops 50, Alconefrin Nasal Spray 25, Biomydrin, Dilatair, Dionephrine, Doktors, Duration, I-Phrine, Isophrim, Isophrin, Isopto Frin, M-Sympathol, M-Sympatol, M-Synephrine, Mesaton, Mesatone, Mesatonum, Metasympatol, Metsatonum, Mezaton, Minims Phenylephrine, Mydfrin, Neo-Synephrine, Neo-Synephrine Nasal Drops, Neo-Synephrine Nasal Jelly, Neo-Synephrine Nasal Spray, Neofrin, Neophryn, Neosynephrine, Nostril, Nostril Spray Pump, Nostril Spray Pump Mild, Ocu-Phrin Sterile Eye Drops, Ocugestrin, Phenoptic, Prefrin, Prefrin Liquifilm, Pyracort D, Relief Eye Drops for Red Eyes, Rhinall, Spersaphrine, Vicks Sinex, Visadron	small molecule	approved	Vasoconstrictor Agents, Sympathomimetics, Adrenergic alpha-Agonists, Mydriatics, Cardiotonic Agents, Nasal Decongestants	3
DB00389	Carbimazole	Athyromazole, Carbethoxymethimazole, Carbimazol, Carbimazol [INN-Spanish, French], Carbimazolum [INN-Latin], Carbinazole	22232-54-8	Atirozidina, Basolest, Carbimazol Spofa, Carbotiroid, CG1, Mertiran, Neo-Mercazole, Neo-Thyreostat, Neo-Tireol, Neomercazole, Tyrazol	small molecule	approved	Antithyroid Agents	1
DB00390	Digoxin	Digitalis Glycoside	20830-75-5	Cardoxin, Cogoxin, Cordioxil, Davoxin, Digacin, Digitekt, Digoxin Pediatric, Dilanacin, Dixina, Dokim, Dynamos, Eudigox, Homolle's Digitalin, Lanacordin, Lanacrist, Lanicor, Lanoxicaps, Lanoxin, Lenoxicaps, Lenoxin, Longdigox, Neo-Lanicor, Neodioxanin, Rougoxin, SK-Digoxin, Stillacor, Vanoxin	small molecule	approved	Enzyme Inhibitors, Antiarrhythmic Agents, Cardiotonic Agents, Anti-Arrhythmia Agents	1
DB00391	Sulpiride	Levosulpirida [INN-Spanish], Levosulpiride, Levosulpiride [INN], Levosulpiridum [INN-Latin], Sulpirid, Sulpirida [INN-Spanish], Sulpiridum [INN-Latin], Sulpyrid	15676-16-1	Abilit, Aiglonyl, Alimoral, Calmoflorine, Championyl, Coolspan, Darleton, Desmenat, Dobren, Dogmatil, Dogmatyl, Dolmatil, Dresent, Eglonil, Eglonyl, Enimon, Equilid, Eusulpid, Fardalan, Fidelan, Guastil, Isnamide, Kylistro, Levobren, Levopraid, Lisopiride, Mariastel, Meresa, Miradol, Mirbanil, Misulvan, Neogama, Norestran, Normum, Nufarol, Omiryl, Omperan, Ozoderpin, Psicocen, Pyrikappl, Pyrkappl, Restful, Sernevin, Splotin, Stamonevrol, Sulpitil, Sulpride, Suprium, Sursumid, Synedil, Valirem, Zemorcon	small molecule	approved	Antidepressants, Antipsychotics, Dopamine Antagonists, Antipsychotic Agents, Antidepressive Agents, Second-Generation	2
DB00392	Ethopropazine	Aethopropropazin, Athapropazine, Athopropazin, Ethapropazine, Ethopromazine, Ethopropazine Hydrochloride, Etopropezina, Fempropazine, Fenpropazina, Isopthazine, Isotazin, Isothazine, Isothazine hydrochloride, Isothiazine, Phenopropazine, Phenoprozine, Prodierazine, Profenamina [INN-Spanish], Profenamina [Italian], Profenamine, Profenamine hydrochloride, Profenamine monohydrochloride, Profenaminum [INN-Latin], Prophenamine, Prophenaminum	1094-08-2	Dibutil, Lysivane, Parcidol, Pardidol, Pardisol, Parfezin, Parfezine, Parkin, Parkisol, Parphezein, Parphezin, Parsidan, Parsidol, Parsitan, Parsotil, Prodictazin, Rochipel, Rocipel, Rodipal, Tomil	small molecule	approved	Antiparkinson Agents, Antidyskinetics	3
DB00393	Nimodipine	Nimodipino [INN-Spanish], Nimodipinum [INN-Latin]	66085-59-4	Nimotop, Periplum	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers	10
DB00394	Beclometasone dipropionate	Beclomethasone dipropionate	5534-09-8	Aerobec, Aldecin, Anceron, Andion, Beclacin, Becloforte, Beclomet, Beclorhinol, Becloval, Beclovent, Becodisks, Beconase, Beconase AQ, Beconasol, Becotide, Clenil-A, Entyderma, Inalone, Korbutone, orBec, Propaderm, QVAR, Rino-Clenil, Rivanase, Sanasthmax, Sanasthmyl, Vancenase, Vanceril, Viarex, Viarox	small molecule	approved	Anti-Asthmatic Agents, Anti-inflammatory Agents, Antiarrhythmic Agents, Corticosteroids, Glucocorticoids	1
DB00395	Carisoprodol	Carisoprodate, Carisoprodatum, Isomeprobamate, Isoprotane, Isoprothane	78-44-4	Apesan, Artifar, Arusal, Atonalyt, Caridolin, Carisoma, Chinchen, Fibrosona, Flexagilt, Flexagit, Flexal, Flexartal, Flexidon, Listaflex, Meprodat, Mioartrina, Miolisodal, Mioratrina, Mioril, Muslax, Neotica, Nospasm, Relasom, Sanoma, Scutamil-C, Skutamil, Soma, Somanil	small molecule	approved	Muscle Relaxants, Skeletal Muscle Relaxants, Muscle Relaxants, Central	0
DB00396	Progesterone	Corpus Luteum Hormone, Progesterona [INN-Spanish], Progesteronum, Progesteronum [INN-Latin]	57-83-0	Agolutin, Colprosterone, Crinone, Cyclogest, Cyclogesterin, Gesterol, Gestone, Prochieve, Progestasert, Progestogel, Progestol, Progestosol, Prolidon, Prometrium, Utrogestan	small molecule	approved	Contraceptives, Progestins	4
DB00397	Phenylpropanolamine	(+-)-Phenylpropanolamine, (+/-)-Norephedrin	14838-15-4	Acutrim, Ami-Tex, Codimal, Conex, Contuss, Despec, Dexatrim, Dura-Vent, Gentab, Guaipax, Myminic, Nolex, Partuss, Phenoxine, Phenyldrine, Phenylfenesin, Propagest, Rhindecon, Rhymed, Snaplets, ULR, Vanex	small molecule	approved, withdrawn	Sympathomimetics, Appetite Depressants, Adrenergic alpha-Agonists, Nasal Decongestants	4
DB00398	Sorafenib	Sorafenib tosylate	284461-73-0	Nexavar	small molecule	approved	Antineoplastic Agents, Protein Kinase Inhibitors, Anticancer Agents	7
DB00399	Zoledronate	ZOL, Zoledronic acid	118072-93-8	Aclasta, Reclast , Zometa, Zometa Concentrate	small molecule	approved	Antihypocalcemic Agents, Bisphosphonates, Antiresorptives, Bone Density Conservation Agents	3
DB00400	Griseofulvin	Griseofulvina [INN-Spanish], Griseofulvine [INN-French], Griseofulvinum [INN-Latin]	126-07-8	Amudane, Biogrisin-fp, Curling factor, Delmofulvina, Fulcin, Fulcine, Fulvican grisactin, Fulvicin, Fulvicin P/G, Fulvicin U/F, Fulvicin-P/G, Fulvicin-U/F, Fulvina, Fulvinil, Fulvistatin, Fungivin, Greosin, Gresfeed, Gricin, Grifulin, Grifulvin, Grifulvin V, Gris-PEG, Grisactin, Grisactin Ultra, Griscofulvin, Grisefuline, Griseo, Griseofulvin forte, Griseofulvin-forte, Griseomix, Grisetin, Grisofulvin, Grisovin, Grisovin FP, Grizeofulvin, Grysio, Guservin, Lamoryl, Likuden, Likunden, Murfulvin, Neo-Fulcin, Neocid, Poncyl, Spirofulvin, Sporostatin, Sporostatin xan, Xuanjing	small molecule	approved	Antibiotics, Antifungal, Antibacterial Agents	3
DB00401	Nisoldipine	Nisoldipin, Nisoldipino [INN-Spanish], Nisoldipinum [INN-Latin]	63675-72-9	Baymycard, Nisocor, Sular, Syscor, Zadipina	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers	5
DB00402	Eszopiclone	Esopiclone	138729-47-2	Estorra, Lunesta	small molecule	approved	Hypnotics and Sedatives	5
DB00403	Ceruletide	N/A	17650-98-5	N/A	small molecule	approved	Diagnostic aids	1
DB00404	Alprazolam	TUS-1	28981-97-7	Alplax, Alpronax, Alviz, Bestrol, Cassadan, Constan, D 65MT, Esparon, Frontal, Niravam, Restyl, Solanax, Tafil, Tranax, Trankimazin, Tranquinal, Xanax, Xanax XR, Xanor	small molecule	illicit, approved	Anti-anxiety Agents, Hypnotics and Sedatives, Benzodiazepines, GABA Modulators	20
DB00405	Dexbrompheniramine	D-Brompheniramine, Parabromdylamine, Parabromodylamine	132-21-8	Ilvin	small molecule	approved	Antihistamines	1
DB00406	Gentian Violet	Crystal Violet	14426-25-6	Adergon, Aizen Crystal Violet, Aizen Crystal Violet Extra Pure, Aniline Violet, Aniline Violet pyoktanine, Atmonil, Avermin, Axuris, Badil, Basic Violet 3, Basic Violet BN, Basic Violet-3, Bismuth Violet, Brilliant Violet 5B, C.I. Basic Violet 3, Calcozine Violet 6BN, Calcozine Violet C, Crystal Violet 10B, Crystal Violet 5BO, Crystal Violet 6B, Crystal Violet 6BO, Crystal Violet AO, Crystal Violet AON, Crystal Violet base, Crystal Violet BP, Crystal Violet BPC, Crystal Violet chloride, Crystal Violet chloride salt, Crystal Violet Extra Pure, Crystal Violet Extra Pure APN, Crystal Violet Extra Pure APNX, Crystal Violet FN, crystal violet for microscopy, Crystal Violet HL2, Crystal Violet O, Crystal Violet Pure DSC, Crystal Violet Pure DSC Brilliant, Crystal Violet SS, Crystal Violet Technical, Crystal Violet USP, Genapax, Gentersal, gentian violet gr, Gentiaverm, Genticid, Gentioletten, gention violet alchoholic staining solution, GV-Eleven, Gvs, Hecto Violet R, Hectograph Violet SR, Hexamethyl Violet, Hexamethylpararosaniline chloride, Hidaco Brilliant Crystal Violet, Hidaco crystal Violet, Meroxyl-Wander, Meroxylan-Wander, Methyl Violet 10B, Methyl Violet 10BD, Methyl Violet 10BK, Methyl Violet 10BN, Methyl Violet 10BNS, Methyl Violet 10BO, Methyl Violet 5BNO, Methyl Violet 5BO, Methyl Violet 6B, Methylrosaniline chloride, methylrosanilinium chloride, Mitsui Crystal Violet, Oxiuran, Oxycolor, Oxyozyl, Paper Blue R, Plastoresin Violet 5BO, Pyoktanin, Vermicid, Vianin, Viocid, Violet 5BO, Violet 6BN, Violet CP, Violet XXIII	small molecule	approved	Anti-Infective Agents, Local	1
